city,timestamp,temperature,season
New York,2010-03-03,4.7272558033897925,spring
New York,2010-03-04,7.294572534990311,spring
New York,2010-03-05,6.374552874158131,spring
New York,2010-03-06,12.806595990439298,spring
New York,2010-03-07,5.546932877674942,spring
New York,2010-03-08,18.89346707915447,spring
New York,2010-03-09,17.757136427531872,spring
New York,2010-03-10,11.70505085569091,spring
New York,2010-03-11,18.727708165733173,spring
New York,2010-03-12,9.259276711211617,spring
New York,2010-03-13,10.876191780963598,spring
New York,2010-03-14,7.421138144533366,spring
New York,2010-03-15,9.516250829666097,spring
New York,2010-03-16,14.805835176376227,spring
New York,2010-03-17,15.73136855394914,spring
New York,2010-03-18,9.355493927642556,spring
New York,2010-03-19,14.68981420228236,spring
New York,2010-03-20,8.393565388405507,spring
New York,2010-03-21,7.778791512089184,spring
New York,2010-03-22,17.150877657339393,spring
New York,2010-03-23,12.058885816467612,spring
New York,2010-03-24,8.34528527079605,spring
New York,2010-03-25,11.916346799784623,spring
New York,2010-03-26,7.2233276917531715,spring
New York,2010-03-27,5.555031780155421,spring
New York,2010-03-28,14.111849323768823,spring
New York,2010-03-29,30.838166195480177,spring
New York,2010-03-30,8.051113076261258,spring
New York,2010-03-31,14.283458915881843,spring
New York,2010-04-01,16.31629922943211,spring
New York,2010-04-02,19.60135337535575,spring
New York,2010-04-03,5.545030737108634,spring
New York,2010-04-04,6.596388517954421,spring
New York,2010-04-05,8.33706775783899,spring
New York,2010-04-06,12.66432589691246,spring
New York,2010-04-07,10.664668724287537,spring
New York,2010-04-08,11.915945756003147,spring
New York,2010-04-09,-0.3427034309744741,spring
New York,2010-04-10,6.9309893736694255,spring
New York,2010-04-11,8.41764670416738,spring
New York,2010-04-12,12.551241199002943,spring
New York,2010-04-13,5.566953972621515,spring
New York,2010-04-14,13.069076204730237,spring
New York,2010-04-15,8.265856527620553,spring
New York,2010-04-16,1.237954077002712,spring
New York,2010-04-17,3.169753083646487,spring
New York,2010-04-18,17.551326217559243,spring
New York,2010-04-19,10.175397323508161,spring
New York,2010-04-20,10.136780835346421,spring
New York,2010-04-21,12.84853918442515,spring
New York,2010-04-22,20.011321890098046,spring
New York,2010-04-23,13.650580515784991,spring
New York,2010-04-24,9.885120433980727,spring
New York,2010-04-25,9.191911391967876,spring
New York,2010-04-26,6.769412995052475,spring
New York,2010-04-27,10.114002891044198,spring
New York,2010-04-28,9.844992911099183,spring
New York,2010-04-29,10.127114697582908,spring
New York,2010-04-30,8.989547111994863,spring
New York,2010-05-01,8.955121340684402,spring
New York,2010-05-02,4.406094692570649,spring
New York,2010-05-03,20.299906368701244,spring
New York,2010-05-04,11.498995146196325,spring
New York,2010-05-05,13.622302897010382,spring
New York,2010-05-06,8.137003418146467,spring
New York,2010-05-07,13.89078194695106,spring
New York,2010-05-08,14.039922349484067,spring
New York,2010-05-09,9.247215380445894,spring
New York,2010-05-10,4.986689453741894,spring
New York,2010-05-11,7.973202768722855,spring
New York,2010-05-12,21.450356185667196,spring
New York,2010-05-13,7.682922348941632,spring
New York,2010-05-14,4.482609064855918,spring
New York,2010-05-15,15.605885897275616,spring
New York,2010-05-16,10.978380591104537,spring
New York,2010-05-17,5.263171935300358,spring
New York,2010-05-18,10.392621840989944,spring
New York,2010-05-19,6.862256462251363,spring
New York,2010-05-20,0.3803002362429968,spring
New York,2010-05-21,7.817889773960886,spring
New York,2010-05-22,12.422314939945572,spring
New York,2010-05-23,9.284215359221092,spring
New York,2010-05-24,9.069209729449229,spring
New York,2010-05-25,10.602957060030219,spring
New York,2010-05-26,11.413176333810195,spring
New York,2010-05-27,7.730235232444354,spring
New York,2010-05-28,17.990313500609034,spring
New York,2010-05-29,5.181590029280648,spring
New York,2010-05-30,5.690578228440547,spring
New York,2010-05-31,6.361419557507826,spring
New York,2010-06-01,26.158624946124185,summer
New York,2010-06-02,24.22946011350197,summer
New York,2010-06-03,27.660832695187853,summer
New York,2010-06-04,25.94536167509538,summer
New York,2010-06-05,29.057498117088553,summer
New York,2010-06-06,26.1749548940083,summer
New York,2010-06-07,23.82260721569594,summer
New York,2010-06-08,29.182091284704292,summer
New York,2010-06-09,26.897270412500728,summer
New York,2010-06-10,23.34802724816448,summer
New York,2010-06-11,28.376407721060357,summer
New York,2010-06-12,24.80349109151157,summer
New York,2010-06-13,27.549392261391258,summer
New York,2010-06-14,33.58804541148749,summer
New York,2010-06-15,30.957712187200407,summer
New York,2010-06-16,20.58587431708757,summer
New York,2010-06-17,18.317307184959198,summer
New York,2010-06-18,28.156163048080664,summer
New York,2010-06-19,18.494972854414826,summer
New York,2010-06-20,18.731456176797057,summer
New York,2010-06-21,22.299701119266942,summer
New York,2010-06-22,24.707173291341753,summer
New York,2010-06-23,24.285512807524825,summer
New York,2010-06-24,22.931941695571382,summer
New York,2010-06-25,29.771285306141333,summer
New York,2010-06-26,25.493735590096673,summer
New York,2010-06-27,27.62625552447297,summer
New York,2010-06-28,33.58669076002042,summer
New York,2010-06-29,21.262434250931975,summer
New York,2010-06-30,26.742635869216283,summer
New York,2010-07-01,25.5935413818384,summer
New York,2010-07-02,18.85338079566688,summer
New York,2010-07-03,21.57272879277356,summer
New York,2010-07-04,34.269322782169205,summer
New York,2010-07-05,23.990440759024818,summer
New York,2010-07-06,32.675854408930874,summer
New York,2010-07-07,21.72224491665653,summer
New York,2010-07-08,21.039864496011845,summer
New York,2010-07-09,18.405916742856874,summer
New York,2010-07-10,27.95682469496848,summer
New York,2010-07-11,21.454856542258675,summer
New York,2010-07-12,20.251033901181568,summer
New York,2010-07-13,23.497724886914014,summer
New York,2010-07-14,29.899965209835596,summer
New York,2010-07-15,25.03372421073215,summer
New York,2010-07-16,24.070062116429398,summer
New York,2010-07-17,24.131093980561605,summer
New York,2010-07-18,25.736908001484466,summer
New York,2010-07-19,14.41507864914545,summer
New York,2010-07-20,22.8510433649808,summer
New York,2010-07-21,26.181200116439392,summer
New York,2010-07-22,21.183992340826197,summer
New York,2010-07-23,21.86146810663089,summer
New York,2010-07-24,21.1694448345493,summer
New York,2010-07-25,22.080309402259193,summer
New York,2010-07-26,27.43254422925341,summer
New York,2010-07-27,17.95996990447426,summer
New York,2010-07-28,34.55163527106115,summer
New York,2010-07-29,25.40654324320432,summer
New York,2010-07-30,26.85927782169706,summer
New York,2010-07-31,26.728572863450744,summer
New York,2010-08-01,27.941714954978014,summer
New York,2010-08-02,23.38247980156488,summer
New York,2010-08-03,33.689372268581906,summer
New York,2010-08-04,23.15149681203893,summer
New York,2010-08-05,28.237795602282727,summer
New York,2010-08-06,31.7159864254795,summer
New York,2010-08-07,27.199524787704394,summer
New York,2010-08-08,20.99701728907633,summer
New York,2010-08-09,28.73353473471114,summer
New York,2010-08-10,23.467704591758736,summer
New York,2010-08-11,27.10270293555687,summer
New York,2010-08-12,37.09127008106981,summer
New York,2010-08-13,24.793934001007106,summer
New York,2010-08-14,13.824506504434257,summer
New York,2010-08-15,21.727847129078686,summer
New York,2010-08-16,32.4077951402137,summer
New York,2010-08-17,23.11684203605477,summer
New York,2010-08-18,27.32593112067938,summer
New York,2010-08-19,15.823910966766583,summer
New York,2010-08-20,29.737362900592014,summer
New York,2010-08-21,19.539654893716822,summer
New York,2010-08-22,30.42755927556474,summer
New York,2010-08-23,22.466249100675007,summer
New York,2010-08-24,25.13497501710649,summer
New York,2010-08-25,31.09963927197038,summer
New York,2010-08-26,18.957058978992393,summer
New York,2010-08-27,24.797995966641867,summer
New York,2010-08-28,15.156705365442741,summer
New York,2010-08-29,22.51956747738446,summer
New York,2010-08-30,24.777966695085762,summer
New York,2010-08-31,22.945065396578773,summer
New York,2010-09-01,12.551690691879879,autumn
New York,2010-09-02,14.127234255582893,autumn
New York,2010-09-03,22.41654673050585,autumn
New York,2010-09-04,6.867592155971774,autumn
New York,2010-09-05,19.58922281179987,autumn
New York,2010-09-06,7.4720552951850605,autumn
New York,2010-09-07,16.04506584850436,autumn
New York,2010-09-08,20.02022309447571,autumn
New York,2010-09-09,19.31252032214907,autumn
New York,2010-09-10,2.4089970596979615,autumn
New York,2010-09-11,10.577275338491495,autumn
New York,2010-09-12,20.11710246397509,autumn
New York,2010-09-13,22.54286131695937,autumn
New York,2010-09-14,17.98777734004419,autumn
New York,2010-09-15,9.897371589521917,autumn
New York,2010-09-16,14.886630594919362,autumn
New York,2010-09-17,8.22489468684589,autumn
New York,2010-09-18,19.52733574457379,autumn
New York,2010-09-19,12.26138528445635,autumn
New York,2010-09-20,12.77167464554932,autumn
New York,2010-09-21,12.518306172400514,autumn
New York,2010-09-22,31.13784173759061,autumn
New York,2010-09-23,6.109395174508407,autumn
New York,2010-09-24,10.62553720031444,autumn
New York,2010-09-25,12.232810017659027,autumn
New York,2010-09-26,15.208203178703167,autumn
New York,2010-09-27,17.33896477537459,autumn
New York,2010-09-28,19.652149781722315,autumn
New York,2010-09-29,19.654331625237184,autumn
New York,2010-09-30,7.570115632483617,autumn
New York,2010-10-01,5.279943724623662,autumn
New York,2010-10-02,17.197979634510837,autumn
New York,2010-10-03,16.526856199059967,autumn
New York,2010-10-04,17.863746574453927,autumn
New York,2010-10-05,12.380109433997802,autumn
New York,2010-10-06,16.403964924684956,autumn
New York,2010-10-07,14.502981108335545,autumn
New York,2010-10-08,19.763412281850158,autumn
New York,2010-10-09,18.444443642021756,autumn
New York,2010-10-10,8.576570474896878,autumn
New York,2010-10-11,14.4155202221412,autumn
New York,2010-10-12,9.882813836081933,autumn
New York,2010-10-13,21.088984473189175,autumn
New York,2010-10-14,19.542106610098838,autumn
New York,2010-10-15,8.5838699587209,autumn
New York,2010-10-16,13.154623908757667,autumn
New York,2010-10-17,10.980398843071242,autumn
New York,2010-10-18,13.730325223475216,autumn
New York,2010-10-19,18.525588067379168,autumn
New York,2010-10-20,10.88128133852538,autumn
New York,2010-10-21,14.685075016435594,autumn
New York,2010-10-22,9.781508414431684,autumn
New York,2010-10-23,8.0976464568784,autumn
New York,2010-10-24,15.160367305750357,autumn
New York,2010-10-25,16.136970950890984,autumn
New York,2010-10-26,5.148191829796552,autumn
New York,2010-10-27,8.509335056539136,autumn
New York,2010-10-28,19.440192296847307,autumn
New York,2010-10-29,12.427121954667422,autumn
New York,2010-10-30,7.174659557590597,autumn
New York,2010-10-31,16.598869793871266,autumn
New York,2010-11-01,21.024380063616306,autumn
New York,2010-11-02,16.133211471115317,autumn
New York,2010-11-03,18.765741674073052,autumn
New York,2010-11-04,20.2160585572902,autumn
New York,2010-11-05,18.694385622241953,autumn
New York,2010-11-06,11.657220267606206,autumn
New York,2010-11-07,11.4308233567963,autumn
New York,2010-11-08,10.945918343696892,autumn
New York,2010-11-09,12.842453969328009,autumn
New York,2010-11-10,23.803281205730812,autumn
New York,2010-11-11,20.826802438957095,autumn
New York,2010-11-12,14.215811253675962,autumn
New York,2010-11-13,11.52751318568121,autumn
New York,2010-11-14,21.423788564978867,autumn
New York,2010-11-15,15.221797024454117,autumn
New York,2010-11-16,9.011218404425719,autumn
New York,2010-11-17,18.51292000336741,autumn
New York,2010-11-18,15.360157303259378,autumn
New York,2010-11-19,15.863990810428293,autumn
New York,2010-11-20,14.265619732803959,autumn
New York,2010-11-21,10.736759785872183,autumn
New York,2010-11-22,12.731985442077182,autumn
New York,2010-11-23,21.871780024243314,autumn
New York,2010-11-24,9.3115736507728,autumn
New York,2010-11-25,10.312915483866512,autumn
New York,2010-11-26,14.361646747791541,autumn
New York,2010-11-27,16.096230407456765,autumn
New York,2010-11-28,25.06565447844178,autumn
New York,2010-11-29,5.634058663123579,autumn
New York,2010-11-30,22.56112886265842,autumn
New York,2010-12-01,2.244429632811232,winter
New York,2010-12-02,-1.8104191893034298,winter
New York,2010-12-03,-5.312504183938978,winter
New York,2010-12-04,5.21441417288581,winter
New York,2010-12-05,-6.586419962518278,winter
New York,2010-12-06,9.088408193155047,winter
New York,2010-12-07,1.4201289540150523,winter
New York,2010-12-08,4.353524108430067,winter
New York,2010-12-09,4.898222091752221,winter
New York,2010-12-10,-3.4806383130357017,winter
New York,2010-12-11,-1.4763107006165321,winter
New York,2010-12-12,6.949218609499886,winter
New York,2010-12-13,-1.7058645021805634,winter
New York,2010-12-14,0.7860358838338232,winter
New York,2010-12-15,-0.12500336033417714,winter
New York,2010-12-16,-4.984712465178169,winter
New York,2010-12-17,-1.2345192811381027,winter
New York,2010-12-18,1.4209697415281721,winter
New York,2010-12-19,-4.957998053739418,winter
New York,2010-12-20,-4.415503005943659,winter
New York,2010-12-21,3.7222468168218796,winter
New York,2010-12-22,-1.390735243732344,winter
New York,2010-12-23,5.469387478911556,winter
New York,2010-12-24,7.798650058255248,winter
New York,2010-12-25,-2.3053963916215197,winter
New York,2010-12-26,5.791206342865253,winter
New York,2010-12-27,-10.070980000442376,winter
New York,2010-12-28,-6.679699597881529,winter
New York,2010-12-29,-1.6681211501290072,winter
New York,2010-12-30,0.10177159883611371,winter
New York,2010-12-31,-0.9033380687459523,winter
New York,2011-01-01,-0.3662083414204215,winter
New York,2011-01-02,-0.3628350238586591,winter
New York,2011-01-03,2.8158016974463247,winter
New York,2011-01-04,-6.509087864564469,winter
New York,2011-01-05,-5.634639213136334,winter
New York,2011-01-06,2.8976873754125263,winter
New York,2011-01-07,-9.109797270794237,winter
New York,2011-01-08,0.29758526486226755,winter
New York,2011-01-09,-0.5710118436722814,winter
New York,2011-01-10,-3.386491715087017,winter
New York,2011-01-11,9.547097397091097,winter
New York,2011-01-12,0.2609819073738644,winter
New York,2011-01-13,-0.18810598080514584,winter
New York,2011-01-14,-2.489802165771559,winter
New York,2011-01-15,6.633677089366429,winter
New York,2011-01-16,4.834170878636572,winter
New York,2011-01-17,4.340602321585712,winter
New York,2011-01-18,5.224711226363958,winter
New York,2011-01-19,7.760854736049509,winter
New York,2011-01-20,6.863038531437171,winter
New York,2011-01-21,-2.716555747588161,winter
New York,2011-01-22,-0.6564906956242665,winter
New York,2011-01-23,2.2412365194230692,winter
New York,2011-01-24,-0.45239804519482285,winter
New York,2011-01-25,-2.0013301001398096,winter
New York,2011-01-26,5.098396900560289,winter
New York,2011-01-27,3.5446709762892983,winter
New York,2011-01-28,7.162589752649796,winter
New York,2011-01-29,4.526823568129123,winter
New York,2011-01-30,-0.18130191303603238,winter
New York,2011-01-31,-0.0785101314940946,winter
New York,2011-02-01,-2.1229061712272435,winter
New York,2011-02-02,1.0125000380988345,winter
New York,2011-02-03,0.55813915136415,winter
New York,2011-02-04,-2.1200844435213497,winter
New York,2011-02-05,5.242583582484289,winter
New York,2011-02-06,-2.0413251811424633,winter
New York,2011-02-07,-1.7945420138844583,winter
New York,2011-02-08,1.2234203383604834,winter
New York,2011-02-09,-0.752709927417714,winter
New York,2011-02-10,11.49495053315814,winter
New York,2011-02-11,-8.201641272412536,winter
New York,2011-02-12,-4.8455416004712575,winter
New York,2011-02-13,0.174443388359996,winter
New York,2011-02-14,-0.9529370678485526,winter
New York,2011-02-15,-1.3827247245568384,winter
New York,2011-02-16,-6.764716363603995,winter
New York,2011-02-17,3.1988151402652205,winter
New York,2011-02-18,2.9497432444596083,winter
New York,2011-02-19,-7.606424107460682,winter
New York,2011-02-20,-1.6497333769562106,winter
New York,2011-02-21,-0.5103041278909805,winter
New York,2011-02-22,6.297845796369775,winter
New York,2011-02-23,-4.8671078294163586,winter
New York,2011-02-24,0.7224078826222848,winter
New York,2011-02-25,3.2325690327947445,winter
New York,2011-02-26,-1.9287553438562355,winter
New York,2011-02-27,0.3954577626477549,winter
New York,2011-02-28,0.1804843409031654,winter
New York,2011-03-01,10.163511899158998,spring
New York,2011-03-02,9.253022915163992,spring
New York,2011-03-03,21.14819842747064,spring
New York,2011-03-04,8.607482461366297,spring
New York,2011-03-05,11.665859244518398,spring
New York,2011-03-06,6.167053303740431,spring
New York,2011-03-07,7.467948760317466,spring
New York,2011-03-08,12.053857679477343,spring
New York,2011-03-09,18.19513271911574,spring
New York,2011-03-10,6.857627415463316,spring
New York,2011-03-11,22.85025683547822,spring
New York,2011-03-12,18.125932629125863,spring
New York,2011-03-13,10.302572465441218,spring
New York,2011-03-14,13.719902149336892,spring
New York,2011-03-15,6.316405672353949,spring
New York,2011-03-16,10.900808317417788,spring
New York,2011-03-17,11.967473030016283,spring
New York,2011-03-18,9.307454833255001,spring
New York,2011-03-19,12.52108492897485,spring
New York,2011-03-20,9.567753605193927,spring
New York,2011-03-21,17.452115981706665,spring
New York,2011-03-22,6.7833104783951,spring
New York,2011-03-23,14.195633399828505,spring
New York,2011-03-24,6.662456520688478,spring
New York,2011-03-25,4.470504066507981,spring
New York,2011-03-26,16.557128925352572,spring
New York,2011-03-27,1.154176947161261,spring
New York,2011-03-28,15.75955779687633,spring
New York,2011-03-29,6.793228555213251,spring
New York,2011-03-30,6.8209397010718735,spring
New York,2011-03-31,13.750134414482078,spring
New York,2011-04-01,7.008697961774928,spring
New York,2011-04-02,2.5559148766450903,spring
New York,2011-04-03,8.961865278511091,spring
New York,2011-04-04,9.319592129722556,spring
New York,2011-04-05,8.681465569834803,spring
New York,2011-04-06,16.56315675110303,spring
New York,2011-04-07,4.622902748720712,spring
New York,2011-04-08,22.680119519711965,spring
New York,2011-04-09,9.73251344611699,spring
New York,2011-04-10,11.578996690137348,spring
New York,2011-04-11,6.315322193951553,spring
New York,2011-04-12,4.8546558179680535,spring
New York,2011-04-13,7.96924551974114,spring
New York,2011-04-14,2.7904840752929783,spring
New York,2011-04-15,19.77885165913824,spring
New York,2011-04-16,14.350495908809897,spring
New York,2011-04-17,-2.3783853048831975,spring
New York,2011-04-18,10.12265977130795,spring
New York,2011-04-19,8.350714103445197,spring
New York,2011-04-20,11.324477948260167,spring
New York,2011-04-21,11.139879097163956,spring
New York,2011-04-22,1.5236078570894716,spring
New York,2011-04-23,8.835781793789714,spring
New York,2011-04-24,14.205926752570813,spring
New York,2011-04-25,20.03405013234703,spring
New York,2011-04-26,9.126039271808349,spring
New York,2011-04-27,18.343607037719053,spring
New York,2011-04-28,3.6535154254945326,spring
New York,2011-04-29,11.852280661242181,spring
New York,2011-04-30,17.064992160440244,spring
New York,2011-05-01,14.638045178906893,spring
New York,2011-05-02,12.359892897879597,spring
New York,2011-05-03,9.361282967324026,spring
New York,2011-05-04,10.703865746317195,spring
New York,2011-05-05,7.185174548525335,spring
New York,2011-05-06,3.8309003514469744,spring
New York,2011-05-07,4.5170829213810695,spring
New York,2011-05-08,8.662279287745157,spring
New York,2011-05-09,6.712126979842422,spring
New York,2011-05-10,6.817792049248819,spring
New York,2011-05-11,10.188560376796639,spring
New York,2011-05-12,21.500942634185293,spring
New York,2011-05-13,13.618619977775893,spring
New York,2011-05-14,14.033345107985395,spring
New York,2011-05-15,10.587304880104098,spring
New York,2011-05-16,11.097902229178633,spring
New York,2011-05-17,11.007987752637845,spring
New York,2011-05-18,3.6893511878245464,spring
New York,2011-05-19,5.278379744038238,spring
New York,2011-05-20,19.942391127917062,spring
New York,2011-05-21,9.401685434685028,spring
New York,2011-05-22,1.3543366048060008,spring
New York,2011-05-23,2.9240697723060505,spring
New York,2011-05-24,12.384485924602862,spring
New York,2011-05-25,10.91761177778958,spring
New York,2011-05-26,3.8586586395692475,spring
New York,2011-05-27,12.606968426665235,spring
New York,2011-05-28,8.23692290532523,spring
New York,2011-05-29,11.954787043977717,spring
New York,2011-05-30,5.793720444118585,spring
New York,2011-05-31,10.03102726130037,spring
New York,2011-06-01,30.662955122062346,summer
New York,2011-06-02,33.503220293562606,summer
New York,2011-06-03,27.25798348486737,summer
New York,2011-06-04,24.625735885882882,summer
New York,2011-06-05,17.336022054099203,summer
New York,2011-06-06,22.529751043501374,summer
New York,2011-06-07,18.894158285103895,summer
New York,2011-06-08,26.935908860646613,summer
New York,2011-06-09,20.724055468105625,summer
New York,2011-06-10,25.414945666411956,summer
New York,2011-06-11,24.937467526274528,summer
New York,2011-06-12,19.331580518158873,summer
New York,2011-06-13,18.49213560216518,summer
New York,2011-06-14,32.08530118605665,summer
New York,2011-06-15,29.20917179426336,summer
New York,2011-06-16,27.825364088081272,summer
New York,2011-06-17,23.597071668244062,summer
New York,2011-06-18,29.052773361631527,summer
New York,2011-06-19,18.668388651473094,summer
New York,2011-06-20,24.737074671041867,summer
New York,2011-06-21,26.60882784119538,summer
New York,2011-06-22,30.545190108042274,summer
New York,2011-06-23,16.478420428717975,summer
New York,2011-06-24,22.102354044795515,summer
New York,2011-06-25,26.871070980369083,summer
New York,2011-06-26,20.93876230375969,summer
New York,2011-06-27,17.77955175202178,summer
New York,2011-06-28,29.212492448315796,summer
New York,2011-06-29,16.05997991950672,summer
New York,2011-06-30,18.952169949340785,summer
New York,2011-07-01,26.99074828109305,summer
New York,2011-07-02,29.91742391232687,summer
New York,2011-07-03,14.618970952981176,summer
New York,2011-07-04,21.780989706581007,summer
New York,2011-07-05,23.46943957401758,summer
New York,2011-07-06,25.988454797557537,summer
New York,2011-07-07,25.71899374398159,summer
New York,2011-07-08,22.51835080635094,summer
New York,2011-07-09,24.429800421900048,summer
New York,2011-07-10,23.36018278509616,summer
New York,2011-07-11,21.472396687159325,summer
New York,2011-07-12,25.006744184347312,summer
New York,2011-07-13,28.440370162382827,summer
New York,2011-07-14,21.184877702974727,summer
New York,2011-07-15,29.301897645830476,summer
New York,2011-07-16,26.496758177023246,summer
New York,2011-07-17,15.61084993371643,summer
New York,2011-07-18,21.07458298184234,summer
New York,2011-07-19,29.850793223847788,summer
New York,2011-07-20,22.51388089665711,summer
New York,2011-07-21,25.951547304265294,summer
New York,2011-07-22,25.087430264694277,summer
New York,2011-07-23,30.875189123040855,summer
New York,2011-07-24,25.319766808727408,summer
New York,2011-07-25,16.65091195022104,summer
New York,2011-07-26,28.4043334723977,summer
New York,2011-07-27,21.576399454330943,summer
New York,2011-07-28,14.326087939088168,summer
New York,2011-07-29,19.967117099198134,summer
New York,2011-07-30,23.063806864199734,summer
New York,2011-07-31,32.714793827090986,summer
New York,2011-08-01,28.373087814232434,summer
New York,2011-08-02,17.262011388966265,summer
New York,2011-08-03,29.444807971573375,summer
New York,2011-08-04,17.0617091741776,summer
New York,2011-08-05,21.11043112148122,summer
New York,2011-08-06,32.231990942645645,summer
New York,2011-08-07,32.35416617476666,summer
New York,2011-08-08,27.63613583027172,summer
New York,2011-08-09,30.841054123365886,summer
New York,2011-08-10,29.46061292063863,summer
New York,2011-08-11,38.289457437152166,summer
New York,2011-08-12,30.931702896111926,summer
New York,2011-08-13,25.595026277184697,summer
New York,2011-08-14,17.89824006523945,summer
New York,2011-08-15,30.608372777572917,summer
New York,2011-08-16,13.333230412724644,summer
New York,2011-08-17,23.403382287715175,summer
New York,2011-08-18,19.0439052741324,summer
New York,2011-08-19,20.407601940732484,summer
New York,2011-08-20,21.31598195402492,summer
New York,2011-08-21,21.004693090318664,summer
New York,2011-08-22,23.640057939614636,summer
New York,2011-08-23,32.43135698536463,summer
New York,2011-08-24,20.116506658411605,summer
New York,2011-08-25,31.583688172165267,summer
New York,2011-08-26,18.11068319960883,summer
New York,2011-08-27,17.64812303526826,summer
New York,2011-08-28,27.091586146078335,summer
New York,2011-08-29,22.921129522954992,summer
New York,2011-08-30,18.14350940700747,summer
New York,2011-08-31,21.03794224228028,summer
New York,2011-09-01,27.114823627104315,autumn
New York,2011-09-02,16.362781207812155,autumn
New York,2011-09-03,17.879742360551546,autumn
New York,2011-09-04,8.163363342979292,autumn
New York,2011-09-05,16.574014912430027,autumn
New York,2011-09-06,11.531239055318458,autumn
New York,2011-09-07,9.524704045045437,autumn
New York,2011-09-08,17.440392910915538,autumn
New York,2011-09-09,10.188267090342851,autumn
New York,2011-09-10,7.613085855453091,autumn
New York,2011-09-11,13.974862556552742,autumn
New York,2011-09-12,15.849953337510874,autumn
New York,2011-09-13,17.899567785742406,autumn
New York,2011-09-14,12.115505859000342,autumn
New York,2011-09-15,10.944422914515286,autumn
New York,2011-09-16,10.636665688157047,autumn
New York,2011-09-17,24.201517327688272,autumn
New York,2011-09-18,10.889997550192659,autumn
New York,2011-09-19,14.038778351182719,autumn
New York,2011-09-20,18.416933101209903,autumn
New York,2011-09-21,6.6272775823071175,autumn
New York,2011-09-22,22.142064950739076,autumn
New York,2011-09-23,14.545617475633364,autumn
New York,2011-09-24,15.682195987167441,autumn
New York,2011-09-25,13.039069063767286,autumn
New York,2011-09-26,14.226333917153996,autumn
New York,2011-09-27,19.84563791030581,autumn
New York,2011-09-28,12.527792643881998,autumn
New York,2011-09-29,15.179939073531065,autumn
New York,2011-09-30,13.290245888112706,autumn
New York,2011-10-01,16.16552006085371,autumn
New York,2011-10-02,16.851462600520918,autumn
New York,2011-10-03,27.784694166787276,autumn
New York,2011-10-04,19.119689930510667,autumn
New York,2011-10-05,3.7487713881965945,autumn
New York,2011-10-06,11.24226805126142,autumn
New York,2011-10-07,8.575251431166105,autumn
New York,2011-10-08,14.869297491291896,autumn
New York,2011-10-09,22.025731952826032,autumn
New York,2011-10-10,15.660957883544054,autumn
New York,2011-10-11,19.158176169445397,autumn
New York,2011-10-12,11.351792763967861,autumn
